"","name","Nationality","treated","margin","pre_post"
"420","COS.M.I. S.R.L.","ES",0,1.08,1
"421","PS LINE ITALIA S.R.L.","ES",0,NA,0
"422","PS LINE ITALIA S.R.L.","ES",0,NA,1
"423","BRAKON AS","ES",0,-31.809,0
"424","BRAKON AS","ES",0,3.693,1
"425","SEMENTES COSMORAMA LTDA","ES",0,NA,0
"426","SEMENTES COSMORAMA LTDA","ES",0,NA,1
"427","BERICHT SOCIEDAD LIMITADA","ES",0,5.113,0
"428","BERICHT SOCIEDAD LIMITADA","ES",0,4.748,1
"429","TUNE-IN AS","ES",0,NA,0
"430","TUNE-IN AS","ES",0,3.989,1
"431","S.A.E.M. S.R.L.","ES",0,-50.253,0
"432","S.A.E.M. S.R.L.","ES",0,-3.661,1
"433","ESTEE LAUDER COMPANIES INC. (THE)","FR",0,14.476,0
"434","ESTEE LAUDER COMPANIES INC. (THE)","FR",0,7.318,1
"435","TEXTRON INC","FR",0,7.234,0
"436","TEXTRON INC","FR",0,2.42,1
"437","SCHWEIZERISCHE BUNDESBAHNEN SBB","FR",0,1.238,0
"438","SCHWEIZERISCHE BUNDESBAHNEN SBB","FR",0,-7.096,1
"439","SERVICENOW, INC.","FR",0,-19.196,0
"440","SERVICENOW, INC.","FR",0,3.301,1
"441","MTU AERO ENGINES AG","FR",0,7.21,0
"442","MTU AERO ENGINES AG","FR",0,4.844,1
"443","TRANSDIGM GROUP INCORPORATED","FR",0,23.524,0
"444","TRANSDIGM GROUP INCORPORATED","FR",0,14.501,1
"445","EPAM SYSTEMS, INC.","FR",0,11.603,0
"446","EPAM SYSTEMS, INC.","FR",0,14.231,1
"447","CYTIVA SWEDEN AB","FR",0,33.432,0
"448","CYTIVA SWEDEN AB","FR",0,21.541,1
"449","SOCIEDADE DE INVESTIMENTO E GESTAO, SGPS, S.A.","FR",0,7.55,0
"450","SOCIEDADE DE INVESTIMENTO E GESTAO, SGPS, S.A.","FR",0,7.78,1
"451","RCL FOODS LIMITED","FR",0,5.166,0
"452","RCL FOODS LIMITED","FR",0,-3.887,1
"453","ROLLS-ROYCE DEUTSCHLAND LTD & CO. KG","FR",0,7.764,0
"454","ROLLS-ROYCE DEUTSCHLAND LTD & CO. KG","FR",0,7.667,1
"455","NAVANTIA SA SME.","FR",0,-5.163,0
"456","NAVANTIA SA SME.","FR",0,-13.856,1
"457","EMCOR GROUP (UK) PLC","FR",0,1.833,0
"458","EMCOR GROUP (UK) PLC","FR",0,4.701,1
"459","GILEAD SCIENCES SL","FR",0,2.086,0
"460","GILEAD SCIENCES SL","FR",0,1.098,1
"461","AMCOR FLEXIBLES ESPANA SL","FR",0,11.169,0
"462","AMCOR FLEXIBLES ESPANA SL","FR",0,7.996,1
"463","ICELAND SEAFOOD IBERICA SAU","FR",0,2.49,0
"464","ICELAND SEAFOOD IBERICA SAU","FR",0,2.292,1
"465","GENERAL ALL PURPOSE PLASTICS GROUP LIMITED","FR",0,4.927,0
"466","GENERAL ALL PURPOSE PLASTICS GROUP LIMITED","FR",0,-6.58,1
"467","TREDI","FR",0,-5.896,0
"468","TREDI","FR",0,4.002,1
"469","A H WORTH AND COMPANY LIMITED","FR",0,4.742,0
"470","A H WORTH AND COMPANY LIMITED","FR",0,1.941,1
"471","SKIDATA GMBH","FR",0,9.791,0
"472","SKIDATA GMBH","FR",0,9.907,1
"473","CABLETEAM SRL","FR",0,0.744,0
"474","CABLETEAM SRL","FR",0,-0.077,1
"475","SYSTEMA AMBIENTE S.P.A.","FR",0,-8.754,0
"476","SYSTEMA AMBIENTE S.P.A.","FR",0,14.689,1
"477","CONNECTIS ICT SERVICES SA","FR",0,0.934,0
"478","CONNECTIS ICT SERVICES SA","FR",0,-8.793,1
"479","VERDI","FR",0,-0.593,0
"480","VERDI","FR",0,1.408,1
